isFraud,type,step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest
No,CASH_OUT,323,8948.67,0,0,954099.13,963047.8
No,CASH_OUT,323,373047.03,0,0,1047599.39,1420646.42
No,CASH_OUT,323,311711.1,0,0,5197454.14,5509165.24
No,CASH_OUT,323,360597.21,254,0,61588.02,422185.23
No,CASH_OUT,323,78057.68,57589,0,1605645.95,1683703.63
No,CASH_OUT,323,296407.93,0,0,2536474.78,2832882.7
No,CASH_OUT,323,103530.39,235484.91,131954.52,222009.17,325539.56
No,CASH_OUT,323,107407.46,0,0,6348489.8,6455897.26
No,TRANSFER,323,4341467.49,39905,0,5849639.37,10191106.85
No,CASH_OUT,323,112801.96,546,0,100689.88,213491.84
No,CASH_OUT,323,148428.17,5242,0,7243.34,155671.51
No,CASH_OUT,323,530020.07,65712,0,22351.07,552371.14
No,CASH_OUT,323,130888.8,0,0,719163.81,850052.6
No,CASH_OUT,323,73756.86,5553,0,1240225.56,1313982.42
No,CASH_OUT,323,377733.51,0,0,635388.39,1013121.9
No,CASH_OUT,323,18436.09,0,0,95273.44,113709.52
No,TRANSFER,323,719880.46,87190,0,37355.22,757235.67
No,TRANSFER,323,5609697.24,148,0,389211.65,5998908.89
No,CASH_OUT,323,255707.45,192,0,0,348833.87
No,TRANSFER,323,616940.67,165028,0,0,616940.67
No,CASH_OUT,323,42426.27,0,0,305104.67,347530.94
No,CASH_OUT,323,190186.39,241259,51072.61,540301.4,730487.79
No,CASH_OUT,323,203451.05,0,0,2250172.73,2306030.82
No,CASH_OUT,323,87721.15,84677,0,161020.63,248741.79
No,CASH_OUT,323,240281.87,0,0,938715.42,1178997.3
No,CASH_OUT,323,222448.34,100714,0,96714.15,319162.48
No,TRANSFER,323,350436.81,0,0,804529.7,1154966.51
No,TRANSFER,323,496568.3,19812,0,0,496568.3
No,TRANSFER,323,3481767.21,142392,0,4664806.56,8146573.77
No,CASH_OUT,323,172880.64,58079,0,59427.99,232308.64
No,CASH_OUT,323,431735.64,0,0,997042.77,1428778.41
No,CASH_OUT,323,159570.91,0,0,805130.19,964701.11
No,CASH_OUT,323,104914.69,0,0,3397281.14,3502195.83
No,TRANSFER,323,46970.83,0,0,721974.38,768945.21
No,CASH_OUT,323,17080.06,0,0,19397742.14,19414822.21
No,TRANSFER,323,1314530.26,681,0,164826.26,1479356.52
No,CASH_OUT,323,82240.92,341905,259664.08,0,82240.92
No,CASH_OUT,323,142120.49,0,0,866536.39,1008656.88
No,CASH_OUT,323,154407.94,17058,0,480232.45,414474.4
No,CASH_OUT,323,204518.94,0,0,2175274.29,2379793.24
No,CASH_OUT,323,416485.59,0,0,765567.67,1182053.26
Yes,TRANSFER,323,7596886.83,7596886.83,0,0,0
Yes,CASH_OUT,323,7596886.83,7596886.83,0,1022130.96,8619017.79
Yes,TRANSFER,323,25761.04,25761.04,0,0,0
Yes,CASH_OUT,323,25761.04,25761.04,0,896426.99,922188.03
Yes,TRANSFER,323,235458.67,235458.67,0,0,0
Yes,CASH_OUT,323,235458.67,235458.67,0,0,235458.67
Yes,TRANSFER,323,334790.89,334790.89,0,0,0
Yes,CASH_OUT,323,334790.89,334790.89,0,307317.47,642108.36
Yes,TRANSFER,323,753723.54,753723.54,0,0,0
Yes,CASH_OUT,323,753723.54,753723.54,0,0,753723.54
No,CASH_OUT,324,151822.75,0,0,518246.14,670068.89
No,CASH_OUT,324,26504.9,10647,0,5720068.7,5746573.6
No,CASH_OUT,324,208458.24,9435,0,0,208458.24
No,TRANSFER,324,2934061.86,0,0,4351888.99,7285950.84
No,CASH_OUT,324,36333.32,975249,938915.68,1447569.87,1483903.19
No,CASH_OUT,324,162682.75,107564,0,0,162682.75
No,CASH_OUT,324,75535.16,0,0,911956.65,987491.8
No,CASH_OUT,324,269525.72,145182,0,221515.24,491040.96
No,CASH_OUT,324,94579.01,0,0,584153.03,678732.04
No,CASH_OUT,324,400952.61,31252,0,270281.66,671234.27
No,CASH_OUT,324,71496.74,0,0,161572.83,233069.57
No,TRANSFER,324,1906080.47,101365.77,0,2564301.87,4470382.35
No,CASH_OUT,324,202930.81,0,0,302418.2,505349.02
No,CASH_OUT,324,22732.75,0,0,288057.47,310790.22
No,CASH_OUT,324,55291.22,120758.99,65467.77,118594.28,173885.5
No,CASH_OUT,324,165378.19,30550,0,487.24,165865.43
No,CASH_OUT,324,125740.22,33473,0,84976,196860.8
No,CASH_OUT,324,294671.59,31439,0,0,294671.59
No,TRANSFER,324,418583.51,14423,0,289960.02,708543.53
No,CASH_OUT,324,60525.28,42235.15,0,127637.18,188162.46
No,CASH_OUT,324,171224.7,0,0,488826.44,660051.14
No,CASH_OUT,324,75384.72,0,0,2285233.1,2360617.83
No,CASH_OUT,324,29016.21,0,0,351573.93,380590.14
No,TRANSFER,324,2788979.93,262334.07,0,3474900.26,6263880.19
No,CASH_OUT,324,174518.1,0,0,1372639.73,1547157.83
No,CASH_OUT,324,312653.01,31967,0,58648.59,371301.6
No,CASH_OUT,324,149462.34,0,0,18973530.29,19122992.63
No,CASH_OUT,324,105060.38,0,0,1739872.23,1844932.61
No,TRANSFER,324,2743488.76,269558.15,0,586912.72,3330401.48
No,TRANSFER,324,3722646.71,0,0,4026733.5,7749380.21
No,TRANSFER,324,1299536.82,0,0,3296252.26,4379853.29
No,CASH_OUT,324,91754.26,42334,0,0,91754.26
No,TRANSFER,324,650090.27,35300,0,2452347.11,3102437.38
No,CASH_OUT,324,668156.34,0,0,17157234.83,17825391.17
No,CASH_OUT,324,377584.5,614,0,516860.23,894444.73
No,CASH_OUT,324,231328.19,7266,0,703857.64,935185.83
Yes,TRANSFER,324,362837.15,362837.15,0,0,0
Yes,CASH_OUT,324,362837.15,362837.15,0,137964.62,500801.77
Yes,TRANSFER,324,378527.71,378527.71,0,0,0
Yes,CASH_OUT,324,378527.71,378527.71,0,419294.74,797822.46
Yes,TRANSFER,324,21580.37,21580.37,0,0,0
Yes,CASH_OUT,324,21580.37,21580.37,0,0,21580.37
Yes,TRANSFER,324,450458.78,450458.78,0,0,0
Yes,CASH_OUT,324,450458.78,450458.78,0,24817.29,475276.07
Yes,TRANSFER,324,10211.81,10211.81,0,0,0
Yes,CASH_OUT,324,10211.81,10211.81,0,1975715.1,1985926.91
No,TRANSFER,325,188348.27,0,0,3086155.56,3274503.83
No,CASH_OUT,325,101203.47,0,0,6589652.17,6690855.64
No,CASH_OUT,325,146373.56,0,0,4331694.55,4478068.12
No,CASH_OUT,325,230921.5,16438,0,151501.3,382422.8
No,CASH_OUT,325,296293.31,11544,0,0,296293.31
No,CASH_OUT,325,403141.36,16162,0,5822227.06,6225368.42
No,CASH_OUT,325,108550.52,232254,123703.48,0,108550.52
No,CASH_OUT,325,111069.29,80071,0,0,111069.29
No,CASH_OUT,325,102139.69,117527,15387.31,375642.23,477781.92
No,CASH_OUT,325,92401.34,0,0,460746.89,553148.23
No,CASH_OUT,325,348517.63,0,0,4730538.28,5079055.91
No,CASH_OUT,325,484146.34,204956.44,0,706778.23,1190924.57
No,TRANSFER,325,1244022.57,69997,0,0,1244022.57
No,CASH_OUT,325,103295.17,15649,0,213801.2,317096.37
No,CASH_OUT,325,275745.71,45185,0,846064.42,1121810.13
No,CASH_OUT,325,207964.84,0,0,271948.11,506277.32
No,TRANSFER,325,3032701.31,14899,0,402124.94,3434826.25
No,TRANSFER,325,7054624.97,0,0,26747176.54,33801801.51
No,CASH_OUT,325,2408.89,768,0,200842.56,203251.45
No,CASH_OUT,325,7452.94,0,0,1150186.06,1157639.01
No,CASH_OUT,325,115973.22,0,0,322762.4,438735.62
No,CASH_OUT,325,118816.84,0,0,2284393.5,2403210.34
No,CASH_OUT,325,219883.58,24780,0,913.15,220796.74
No,CASH_OUT,325,6914.23,0,0,732193.09,739107.31
No,TRANSFER,325,2848331.45,1012,0,45797.7,2894129.15
No,TRANSFER,325,567268.13,0,0,1628231.32,2195499.45
No,CASH_OUT,325,361135.53,29706,0,15373534.78,15734670.32
No,CASH_OUT,325,189693.35,0,0,1519870.31,1709563.66
No,TRANSFER,325,501526.79,0,0,1060473.18,1561999.97
No,TRANSFER,325,290570.79,29855,0,134199.73,424770.52
No,CASH_OUT,325,328438.69,0,0,4183364.97,4511803.66
No,CASH_OUT,325,180300.91,511648,331347.09,0,180300.91
No,TRANSFER,325,481049.5,20512,0,0,481049.5
No,CASH_OUT,325,82986.58,5005,0,0,82986.58
No,CASH_OUT,325,46608.88,2726,0,0,46608.88
No,CASH_OUT,325,243866.87,176,0,94318.99,338185.85
Yes,TRANSFER,325,30846.84,30846.84,0,0,0
Yes,CASH_OUT,325,30846.84,30846.84,0,851418.16,882265
Yes,TRANSFER,325,107834.85,107834.85,0,0,0
Yes,CASH_OUT,325,107834.85,107834.85,0,0,107834.85
Yes,TRANSFER,325,269187.87,269187.87,0,0,0
Yes,CASH_OUT,325,269187.87,269187.87,0,0,269187.87
Yes,TRANSFER,325,441873.49,441873.49,0,0,0
Yes,CASH_OUT,325,441873.49,441873.49,0,0,441873.49
Yes,TRANSFER,325,1445166.74,1445166.74,0,0,0
Yes,CASH_OUT,325,1445166.74,1445166.74,0,11066539.39,12511706.13
No,CASH_OUT,326,199851.85,0,0,29478192.87,29678044.72
No,CASH_OUT,326,40370.83,7842,0,80105.71,120476.54
No,CASH_OUT,326,820764.89,0,0,6618625.17,7439390.06
No,CASH_OUT,326,274261.03,0,0,488800.91,763061.94
No,CASH_OUT,326,121710.13,0,0,2421776.35,2543486.49
No,CASH_OUT,326,180001.25,132233.12,0,272260.39,452261.64
No,CASH_OUT,326,64459.15,170,0,666542.47,731001.62
No,CASH_OUT,326,20218.23,9796.98,0,5774199.66,5794417.89
No,CASH_OUT,326,155674.03,39681,0,402442.2,558116.23
No,CASH_OUT,326,258386.33,11340,0,0,258386.33
No,CASH_OUT,326,211885.24,0,0,5039317.82,5251203.06
No,CASH_OUT,326,36765,10935,0,219713.81,256478.8
No,CASH_OUT,326,618449.82,242174.83,0,3040431.72,3658881.55
No,TRANSFER,326,378950.57,9147,0,489326.72,868277.29
No,CASH_OUT,326,245272.12,0,0,1565347.77,1810619.89
No,CASH_OUT,326,276885.03,0,0,2574947.91,2851832.95
No,CASH_OUT,326,121496.43,8444,0,0,121496.43
No,CASH_OUT,326,308910.12,0,0,431548.36,740458.47
No,CASH_OUT,326,140265.87,0,0,141504.82,132333.01
No,CASH_OUT,326,175498.09,10387,0,108017.82,283515.91
No,CASH_OUT,326,86565.84,84974,0,0,86565.84
No,CASH_OUT,326,256097.62,1238,0,820312.98,1076410.6
No,CASH_OUT,326,327512.66,0,0,2882760.8,3210273.46
No,CASH_OUT,326,137328.29,0,0,603410.04,740738.33
No,TRANSFER,326,1056737.83,11594,0,4866023.29,5922761.12
No,CASH_OUT,326,28261.76,0,0,691170.29,719432.05
No,TRANSFER,326,312940.69,0,0,3051443.41,3364384.1
No,CASH_OUT,326,10002.28,19899,9896.72,0,10002.28
No,TRANSFER,326,27547.72,6828,0,1296353.96,1323901.68
No,CASH_OUT,326,264893.16,9893,0,2194012,2458905.17
No,CASH_OUT,326,95395.88,880,0,7232499.28,7327895.16
No,TRANSFER,326,5026372.45,7247.52,0,14348846.89,19375219.34
No,CASH_OUT,326,504971.14,13115,0,2213905.64,2718876.79
No,CASH_OUT,326,228993.95,15764,0,1286384.39,1515378.34
No,CASH_OUT,326,13025.73,19994,6968.27,1463297.48,1476323.2
Yes,TRANSFER,326,6546019,6546019,0,0,0
Yes,CASH_OUT,326,6546019,6546019,0,1342360.08,14782044.54
Yes,TRANSFER,326,424962.9,424962.9,0,0,0
Yes,CASH_OUT,326,424962.9,424962.9,0,322327.23,747290.13
Yes,TRANSFER,326,618381.01,618381.01,0,0,0
Yes,CASH_OUT,326,618381.01,618381.01,0,856512.38,1474893.39
Yes,TRANSFER,326,15177.97,15177.97,0,0,0
Yes,CASH_OUT,326,15177.97,15177.97,0,796115.69,811293.67
Yes,TRANSFER,326,478078.24,478078.24,0,0,0
Yes,CASH_OUT,326,478078.24,478078.24,0,0,478078.24
Yes,TRANSFER,326,829645.3,829645.3,0,0,0
Yes,CASH_OUT,326,829645.3,829645.3,0,0,829645.3
Yes,TRANSFER,326,120214.74,120214.74,0,0,0
Yes,CASH_OUT,326,120214.74,120214.74,0,1512381.47,1632596.21
No,CASH_OUT,327,386493.77,9071,0,729485.19,1115978.97
No,CASH_OUT,327,11826.12,0,0,167005.42,178831.55
No,CASH_OUT,327,186855.29,597875,411019.71,50333.6,237188.89
No,CASH_OUT,327,103451.15,0,0,1719129.73,1822580.88
No,CASH_OUT,327,67269.87,0,0,81889.4,149159.27
No,CASH_OUT,327,148583.74,0,0,912200.21,1060783.95
No,CASH_OUT,327,673529.28,277278.29,0,0,673529.28
No,TRANSFER,327,776043.59,0,0,4193816.54,4969860.12
No,TRANSFER,327,3138078.08,0,0,3828049.03,6966127.11
No,CASH_OUT,327,400525.48,156981,0,2248781.43,2649306.9
No,CASH_OUT,327,145182.59,0,0,486443.32,631625.91
No,CASH_OUT,327,372327.88,39684.11,0,1487689.89,1860017.77
No,CASH_OUT,327,33350.88,20065,0,223117.38,256468.26
No,CASH_OUT,327,78737.24,157480,78742.76,0,78737.24
No,CASH_OUT,327,144927.07,1772,0,1134092.89,1279019.96
No,TRANSFER,327,1109985.71,0,0,10909505.17,12019490.88
No,TRANSFER,327,506936.44,0,0,10889221.73,11396158.17
No,CASH_OUT,327,12165.63,0,0,430209.76,442375.39
No,TRANSFER,327,4450697.1,10673.86,0,25010410.88,29461107.99
No,CASH_OUT,327,200343.23,82270,0,993984.09,1194327.31
No,CASH_OUT,327,295779.04,0,0,711917.13,1007696.17
No,TRANSFER,327,445103.39,0,0,511132.05,956235.44
No,CASH_OUT,327,15197.18,337811,322613.82,111656.49,126853.67
No,CASH_OUT,327,31072.36,0,0,1775478.12,1806550.48
No,CASH_OUT,327,408612.9,49539,0,0,408612.9
No,TRANSFER,327,6919724.47,588,0,245047.9,10892443.89
No,CASH_OUT,327,217769.22,0,0,344440.48,562209.7
No,CASH_OUT,327,478608.43,83189,0,28925.59,507534.02
No,TRANSFER,327,3455941.37,11669,0,0,3455941.37
No,CASH_OUT,327,206621.67,30691,0,0,206621.67
No,TRANSFER,327,1.00E+07,0,0,10764295.54,24428205.62
No,CASH_OUT,327,105263.46,105,0,0,105263.46
Yes,TRANSFER,327,634385.97,634385.97,0,0,0
Yes,CASH_OUT,327,634385.97,634385.97,0,463366.45,1097752.42
Yes,TRANSFER,327,185238.61,185238.61,0,0,0
Yes,CASH_OUT,327,185238.61,185238.61,0,37287.36,222525.97
Yes,TRANSFER,327,1076518.28,1076518.28,0,0,0
Yes,CASH_OUT,327,1076518.28,1076518.28,0,2451179.2,3527697.48
Yes,TRANSFER,327,415785.89,415785.89,0,0,0
Yes,CASH_OUT,327,415785.89,415785.89,0,2903051.84,3318837.73
Yes,TRANSFER,327,146729.67,146729.67,0,0,0
Yes,CASH_OUT,327,146729.67,146729.67,0,0,146729.67
No,CASH_OUT,328,153817.14,0,0,9114785.17,9268602.31
No,TRANSFER,328,16557.2,0,0,204987.61,221544.81
No,CASH_OUT,328,317020.67,48999,0,0,317020.67
No,CASH_OUT,328,618114.65,0,0,26520332.37,27138447.02
No,CASH_OUT,328,184507.07,457636,273128.93,0,184507.07
No,CASH_OUT,328,169343.13,0,0,1507157.24,1676500.37
No,CASH_OUT,328,267104.4,0,0,314523.34,581627.73
No,CASH_OUT,328,279418.94,31048,0,755118.21,1034537.15
No,CASH_OUT,328,221186.31,0,0,1621279.51,1842465.82
No,TRANSFER,328,94966.85,0,0,231241.17,326208.02
No,CASH_OUT,328,333518.22,0,0,510844.24,844362.45
No,TRANSFER,328,1971858.13,56229,0,119642.52,2091500.66
No,CASH_OUT,328,121781.58,59,0,44978.98,166760.56
No,CASH_OUT,328,99902.93,0,0,8408528.31,8508431.24
No,CASH_OUT,328,30262.67,0,0,80299.57,110562.24
No,TRANSFER,328,5992267.46,320090,0,0,5992267.46
No,CASH_OUT,328,21171.88,0,0,139073.28,160245.16
No,CASH_OUT,328,112904.54,190,0,0,112904.54
No,TRANSFER,328,10818.49,0,0,906845.89,917664.38
No,CASH_OUT,328,129738.38,126905,0,190908.53,320646.92
No,CASH_OUT,328,797.29,170103,169305.71,349736.51,350533.8
No,CASH_OUT,328,78218.77,32253,0,568592.2,646810.97
No,CASH_OUT,328,51987.29,16211,0,1123460.97,1175448.25
No,CASH_OUT,328,213570.82,10601,0,0,213570.82
No,CASH_OUT,328,299812.66,37644,0,0,299812.66
No,TRANSFER,328,893711.55,0,0,1033700.84,1927412.39
No,CASH_OUT,328,292070.66,0,0,1954239.26,2246309.93
No,CASH_OUT,328,240046.18,0,0,341177.03,581223.21
No,CASH_OUT,328,299172.93,142755.16,0,468438.99,767611.92
No,CASH_OUT,328,261420.75,0,0,654236.27,1156999.59
No,TRANSFER,328,9900410.07,81619,0,214598.23,10115008.3
No,CASH_OUT,328,207999.28,39843,0,12967271.97,13175271.25
Yes,TRANSFER,328,975389.94,975389.94,0,0,0
Yes,CASH_OUT,328,975389.94,975389.94,0,532969.05,1508358.99
Yes,TRANSFER,328,364375.51,364375.51,0,0,0
Yes,CASH_OUT,328,364375.51,364375.51,0,1167810.86,1532186.38
Yes,TRANSFER,328,43814.15,43814.15,0,0,0
Yes,CASH_OUT,328,43814.15,43814.15,0,4177401.35,4221215.5
Yes,TRANSFER,328,474467.2,474467.2,0,0,0
Yes,CASH_OUT,328,474467.2,474467.2,0,121181.01,295538.25
Yes,TRANSFER,328,6391.6,6391.6,0,0,0
Yes,CASH_OUT,328,6391.6,6391.6,0,2954292.05,2960683.65
Yes,TRANSFER,328,2299330.46,2299330.46,0,0,0
Yes,CASH_OUT,328,2299330.46,2299330.46,0,1403092.21,3736457.5
Yes,TRANSFER,328,342120.59,342120.59,0,0,0
Yes,CASH_OUT,328,342120.59,342120.59,0,136141.99,487983.3
Yes,TRANSFER,328,337810.17,337810.17,0,0,0
Yes,CASH_OUT,328,337810.17,337810.17,0,2016352.07,2354162.24
Yes,TRANSFER,328,2137134.15,2137134.15,0,0,0
Yes,CASH_OUT,328,2137134.15,2137134.15,0,237525.08,2374659.23
No,CASH_OUT,329,141377.01,0,0,2712770.75,2947948.64
No,TRANSFER,329,33154.26,0,0,99137.63,132291.89
No,CASH_OUT,329,271230.55,0,0,1561767.56,1832998.11
No,CASH_OUT,329,26581.3,4187,0,156255.97,182837.26
No,CASH_OUT,329,145631.68,666,0,654268.3,799899.97
No,CASH_OUT,329,74333.1,0,0,497836.12,572169.22
No,CASH_OUT,329,370054.9,1375,0,1386210.02,1756264.92
No,TRANSFER,329,25889.75,77894,52004.25,0,25889.75
No,CASH_OUT,329,139890.58,0,0,717155.36,857045.93
No,CASH_OUT,329,407735.74,0,0,483467.44,891203.18
No,TRANSFER,329,1919429.96,0,0,9199446.08,11118876.04
No,CASH_OUT,329,14420.26,0,0,4873645.9,4888066.16
No,CASH_OUT,329,374507.47,0,0,547416.18,921923.65
No,CASH_OUT,329,100029.36,0,0,2695429.9,2992293.72
No,CASH_OUT,329,218126.92,0,0,277311.93,495438.86
No,CASH_OUT,329,36231.46,0,0,590939.03,627170.49
No,CASH_OUT,329,16968.3,14025,0,159275.98,176244.28
No,TRANSFER,329,407353.93,266229.86,0,1310784.75,1718138.68
No,CASH_OUT,329,87671.38,0,0,126117,107753.04
No,CASH_OUT,329,264386.68,0,0,6249918.3,6514304.98
No,TRANSFER,329,772904.1,0,0,1028981.29,1801885.39
No,TRANSFER,329,514368.03,0,0,775824.13,1290192.16
No,CASH_OUT,329,169807.96,5826,0,805124.26,974932.22
No,CASH_OUT,329,14204.16,20899,6694.84,1543961.18,1558165.34
No,CASH_OUT,329,45806.78,163544.49,117737.71,371016.32,560379.28
No,CASH_OUT,329,140005.02,0,0,222192.73,362197.75
No,CASH_OUT,329,175779.94,15691,0,5553726.39,5729506.33
No,CASH_OUT,329,107054.68,41630,0,33253820.41,33360875.1
No,CASH_OUT,329,476416.6,101581,0,0,476416.6
No,TRANSFER,329,554955.35,0,0,2729796.46,3284751.81
No,CASH_OUT,329,66685.07,0,0,438302.14,504987.21
No,CASH_OUT,329,11897.95,0,0,8865483.36,8877381.31
No,CASH_OUT,329,69631.42,0,0,440219.84,509851.26
No,CASH_OUT,329,407217.46,0,0,459504.67,866722.12
No,TRANSFER,329,168655.96,0,0,758648.36,927304.31
No,CASH_OUT,329,95974.6,1597,0,0,95974.6
No,CASH_OUT,329,153537.87,0,0,2666670.68,2820208.55
No,CASH_OUT,329,443673.4,80382,0,137024.1,580697.5
No,TRANSFER,329,406990.92,5036,0,124247.76,531238.68
No,CASH_OUT,329,397185.41,110863,0,0,397185.41
No,CASH_OUT,329,871.08,0,0,992160.18,993031.25
No,TRANSFER,329,301636.74,0,0,3008904.38,3310541.12
No,CASH_OUT,329,174976.87,49822,0,0,174976.87
No,CASH_OUT,329,285080.71,0,0,1211563.98,1496644.68
No,TRANSFER,329,503791.67,0,0,1260459.17,1764250.84
No,TRANSFER,329,801433.86,0,0,833575.21,1635009.06
No,CASH_OUT,329,232201,22994,0,240372.53,472573.53
No,CASH_OUT,329,44847.99,62000.64,17152.65,188220.06,233068.05
Yes,TRANSFER,329,3551022.86,3551022.86,0,0,0
Yes,CASH_OUT,329,3551022.86,3551022.86,0,196995.31,3748018.17
Yes,TRANSFER,329,338062.05,338062.05,0,0,0
Yes,CASH_OUT,329,338062.05,338062.05,0,237575.75,575637.8
Yes,TRANSFER,329,84312.29,84312.29,0,0,0
Yes,CASH_OUT,329,84312.29,84312.29,0,121545.95,205858.24
No,CASH_OUT,330,93089.07,0,0,167805.02,260894.09
No,CASH_OUT,330,107713.15,0,0,233587.42,341300.57
No,CASH_OUT,330,180402.93,424,0,9379.32,189782.25
No,CASH_OUT,330,27254.88,26972.28,0,198962.43,226217.31
No,CASH_OUT,330,64284.22,0,0,858812.12,923096.35
No,CASH_OUT,330,299308.81,0,0,1482558.83,1781867.64
No,CASH_OUT,330,57509.07,0,0,2791663.22,2849172.28
No,CASH_OUT,330,160130.92,511326,351195.08,54754.45,214885.37
No,CASH_OUT,330,144313.09,0,0,292219.42,436532.5
No,CASH_OUT,330,22091.11,23225,1133.89,157154.66,179245.77
No,CASH_OUT,330,56646.73,52630,0,4999,61645.73
No,TRANSFER,330,567221.54,14213,0,0,567221.54
No,CASH_OUT,330,189196.73,6917.51,0,1698497.45,1887694.18
No,CASH_OUT,330,207248.86,594479,387230.14,35989.79,243238.65
No,CASH_OUT,330,45748.26,0,0,412135.21,457883.47
No,CASH_OUT,330,30438.27,0,0,852180.79,882619.06
No,CASH_OUT,330,243973.14,29061,0,5429804.4,5673777.55
No,CASH_OUT,330,135599.08,100354,0,852798.6,988397.68
No,CASH_OUT,330,127746.38,265358,137611.62,535437.46,663183.84
No,TRANSFER,330,195459,1048,0,0,195459
No,CASH_OUT,330,35658.72,10072,0,2946.04,38604.75
No,CASH_OUT,330,32401.51,0,0,492890.46,731815.1
No,CASH_OUT,330,213451.43,4687,0,187185.28,400636.71
No,TRANSFER,330,313941.04,87225.86,0,1233982.68,1547923.71
No,CASH_OUT,330,134533.13,79464,0,481456.49,615989.62
No,CASH_OUT,330,256488.2,69379,0,3580849.07,3837337.27
No,TRANSFER,330,191014.24,1608,0,0,191014.24
No,CASH_OUT,330,374388.62,207595.47,0,884949.1,1259337.71
No,TRANSFER,330,574695.38,72167,0,682106.7,1256802.08
No,CASH_OUT,330,73215.54,0,0,524750.34,597965.88
No,CASH_OUT,330,336419.42,29862,0,74184.83,410604.25
No,CASH_OUT,330,83336.46,0,0,6180708.95,6264045.41
No,CASH_OUT,330,167348.26,282284.29,114936.02,901481.51,1068829.77
No,CASH_OUT,330,164576.94,25194,0,276441.12,441018.06
No,CASH_OUT,330,149916.54,0,0,2607575.73,2757492.27
No,TRANSFER,330,504573.45,0,0,1574049.71,2078623.16
No,CASH_OUT,330,56349.38,27848,0,0,56349.38
No,CASH_OUT,330,44583.2,20636,0,0,44583.2
No,CASH_OUT,330,205539.45,0,0,314843.56,520383.01
No,CASH_OUT,330,378666.46,18053,0,1298900.14,1677566.6
No,TRANSFER,330,250155.34,52125,0,1809690.04,2059845.39
No,CASH_OUT,330,46012.29,0,0,114846.71,160859
No,CASH_OUT,330,310115.18,7095,0,196498.76,506613.95
No,TRANSFER,330,1089621.74,0,0,4883187.24,5972808.98
No,CASH_OUT,330,433590.44,20620,0,0,433590.44
No,CASH_OUT,330,333189.08,0,0,389972.38,723161.46
No,TRANSFER,330,364338.15,0,0,3939749.14,4304087.29
No,CASH_OUT,330,256867,0,0,476733.57,733600.57
No,CASH_OUT,330,76170.85,171115,94944.15,32576.67,108747.51
No,CASH_OUT,330,26702.97,61220,34517.03,43466.67,70169.64
No,CASH_OUT,330,81640.51,0,0,244225.42,325865.93
No,CASH_OUT,330,148285.11,0,0,1005589.41,1153874.52
No,CASH_OUT,330,167976.91,30448,0,0,167976.91
No,CASH_OUT,330,255187.79,0,0,803870.17,1059057.96
No,CASH_OUT,330,464047.95,0,0,602995.11,1067043.06
No,CASH_OUT,330,124129.33,153641,29511.67,699711.73,823841.06
No,TRANSFER,330,538785.02,9342,0,2242485.47,2781270.49
No,CASH_OUT,330,18219.58,0,0,3523002.87,3541222.45
No,CASH_OUT,330,277597.31,63610,0,44795.38,322392.68
Yes,TRANSFER,330,1031608.37,1031608.37,0,0,0
Yes,CASH_OUT,330,1031608.37,1031608.37,0,0,1031608.37
Yes,TRANSFER,330,61756.82,61756.82,0,0,0
Yes,CASH_OUT,330,61756.82,61756.82,0,191770.49,253527.31
Yes,TRANSFER,330,19692.68,19692.68,0,0,0
Yes,CASH_OUT,330,19692.68,19692.68,0,0,19692.68
Yes,TRANSFER,330,9198459.96,9198459.96,0,0,0
Yes,CASH_OUT,330,9198459.96,9198459.96,0,258747.84,15173859.31
Yes,TRANSFER,330,40388.58,40388.58,0,0,0
Yes,CASH_OUT,330,40388.58,40388.58,0,6981191.23,7021579.81
No,CASH_OUT,331,154885.86,0,0,2273030.51,2427916.37
No,CASH_OUT,331,409514.13,0,0,8716644.92,9126159.05
No,CASH_OUT,331,264246.31,0,0,375741.12,639987.42
No,CASH_OUT,331,41696.5,578,0,558229.9,599926.4
No,CASH_OUT,331,190664.22,10884,0,0,190664.22
No,CASH_OUT,331,175718.75,31960,0,9037.4,184756.15
No,CASH_OUT,331,182869.83,43666,0,1411061.12,1593930.95
No,CASH_OUT,331,320008.49,0,0,876697.22,1196705.7
No,CASH_OUT,331,171236.6,17132,0,508640.45,679877.06
No,CASH_OUT,331,199783.96,0,0,6043629.77,6243413.73
No,CASH_OUT,331,94406.13,106436,12029.87,353475.53,447881.66
No,CASH_OUT,331,301451.53,83040,0,0,301451.53
No,CASH_OUT,331,124016.34,654,0,0,124016.34
No,CASH_OUT,331,53504.24,204,0,0,53504.24
No,CASH_OUT,331,25870.12,39971,14100.88,0,25870.12
No,TRANSFER,331,5059612.1,0,0,7067222.89,12126834.99
No,CASH_OUT,331,80476.8,0,0,10123218.02,10203694.82
No,CASH_OUT,331,274690.42,0,0,446914.5,721604.93
No,CASH_OUT,331,128218.71,0,0,294671.59,422890.3
No,CASH_OUT,331,166901.12,5832,0,857091.96,1023993.08
No,CASH_OUT,331,234440.12,4835,0,0,234440.12
No,CASH_OUT,331,38404.73,149,0,0,38404.73
No,CASH_OUT,331,112436.22,118527,6090.78,0,112436.22
No,CASH_OUT,331,69999.95,12203.82,0,28050381.03,28120380.97
No,TRANSFER,331,504699.79,11394,0,1327139.29,1831839.08
No,CASH_OUT,331,6544.53,0,0,810246.21,816790.75
